"X","Unnamed..0","instagram_likes","instagram_comments","instagram_followers","country","title","zip","X.cocacola","X.coke","X.love","a","X.drink","X.cola","my","i","X.me","X.instagood","the","X.followme","X.summer","X.like","X.red","X.name","X.coca","with","X.instagram","coke","X.follow","X.friends","X.happy","coca","de","X.picoftheday","to","X.share","cola","X.photooftheday","X..","and","X.my","X.food","X.tagsforlikes","me","X.instadaily","X.cool","X.instamood","la","X.fun","X.cute","this","X.girl","in.","X.with","X.like4like","X.swag","is","of","kmeans"
10169,"10168",0,0,94,NA,"#помощник #cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7330,"7329",11,0,68,NA,"löysin oman cokiksen #share #a #coke #with  #cocacola",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"8"
11120,"11119",20,0,112,"United States","#drink #cocacola #tired #walk #summer #love #almaty #followme","94025",1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7086,"7085",552,8,3168,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9"
3818,"3818",1,0,106,"Denmark","@linebasse , @trinep89 og jeg læse til eksamen og vi får massere af moralsk støtte fra vores omgivelser! #cocacola #shareacoke","5230",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
3970,"3970",6,1,196,NA,"little coke 0,25 ml #coke #cocacola #love #funny #goodlife",NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
4562,"4562",2,0,157,NA,"#cocacola #drink #original #glass #bottle #coke #regular #coke #bar #work #instawork #instapic #instadaily #instadrink #instawanker",NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
8983,"8982",1,0,50,NA,"Tudo que uma gorda precisa #diadosnamorados #gordice #cocacola #doces #salgadinhos #cesta #presente",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
445,"445",4,0,202,NA,"CocaCola
#openhappiness #iphonography #cocacola #coke #awesome #followme  #photography #pop #soda #instagood #picoftheday #amazing #red",NA,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
8570,"8569",6,0,223,"Italy","#cocacola #vip #thanks #vipcola #beautiful #love #lovethis","83100",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
7751,"7750",7,0,582,NA,"Trying out dads s3 #cocacola #bored #swag #idk ##l4l #f4f",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3"
1959,"1959",1,0,492,NA,"Trop contente la nana ahahhaha #bouteille #cocacola #coca #cola #laura #the #best #ahaha #l #sisi #cool #instafamous #kikoo #mh #picoftheday #ciao",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"3"
2987,"2987",1,0,88,"Italy","#goldenvirginia #cocacola #rosso #red #cat #cats #gatto #gatti #italia #italy #natura #nature #napoli #naples","80059",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5885,"5885",0,0,178,"United States","#coke #cocacola #worldofcocacola #atlanta #great #loveit #experience #travel","30326",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
7729,"7728",10,2,351,"Brazil","visitando minha razao de viver #cocacola #vonpar",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
11243,"11242",NA,NA,NA,NA,"@maximecrombez: Aujourd'hui a la BU je partage un #CocaCola avec @AudreyEsmaeili ^^ ( Cc @RobinBialais ) http://t.co/rDFCLZcwWH",NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
8688,"8687",25,0,289,NA,"Y llego mi regalito de Bélgica, nada más y nada menos que una lata de #CocaCola de la edición limitada de #marcjacobs @marcjacobsintl . Cipher loves it!!!! #gift #regalo #igers #igersperu #igervenezuela #coleccion #coke #caracas #picoftheday #fotodeldia #sorpresa #amistad. Gracias @agarciat ",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2"
6479,"6479",3,0,168,"United States","Omg brain freeze!!! So worth it tho!! Lmao #target #icee #cherry #coke #wildcherry #blueraspberry  #cocacola #brainfreeze #yummy #hot #summer #day #omg #like #tagforlikes #likelike #igers #iger #iphone","91702",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
9717,"9716",0,0,72,NA,"#cocacola#darling#true#love ♥",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
2166,"2166",1,0,194,NA,"Boa tarde 8) #instaboy #instagood #instadaily #instagramer #summer #freefollow #fashion #shoutout #like4follow #instagramhub #follow4like #santos #brasil #cocacola #cansado #positividade #vansofthewall #condominio #partiu #cochilar #fui",NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
3102,"3102",2,0,66,"Italy","Grazie la ziiia! #cocacola#liuk#vip#present#bollicine#coca casa e chiesa#number1#beautiful#cool@convito!","20151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"8"
9469,"9468",1,0,44,NA,"Joe ❤ #best #friend #joe #amitié #coupain #love #cocacola #plusbeau #plusfort",NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7925,"7924",14,0,219,NA,"#cinema#cinemacity#coca#cola#cocacola#popcorn#photo#pic#instaphoto#instalike#instafollow#like#follow#followme#followmepls#followalways#alwaysfollow#youfollow#instamood#instagood#instadaily#igdaily#webstagram",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
2749,"2749",3,0,160,NA,"La coca cola da 1 € il TOP #cocacola#1#euro#TOP#instacool#instafresh#instadrink#like#followme#i#love#falappa",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"8"
491,"491",0,0,288,"Brazil","Vai um pao de queijo ? #servidos #paodequeijo #cocacola #muitobom","11030-240",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
1605,"1605",6,1,35,NA,"Hi! I'm the new admin- I don't like to talk much but I post ALOT go follow my other account @echo_of_eylswer I'm not on it that much though, but u can follow my personal >> @x_pikachus_dreams_x #newadmin",NA,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
2473,"2473",2,0,427,"Spain","A por el ultimo examen de la eso! #ultimo #examen #eso #nocuenta #nocalestudiar #seacabaelchollo #aportodas #biologia #quarto #genetica #evolucion #adiosabio #instaestudio #instagram #instafriki #cocacola #photooftheday","08029",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3"
5478,"5478",1,1,5,NA,"pisike armas kingitus :)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
2255,"2255",2,0,189,NA,"šefujem :-D #my#daddy#is#big#boss#i#love#him#cocacola",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
8219,"8218",10,1,228,NA,"Las Vegas coca cola store 16 cups of coca cola from all around the world",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2"
90,"90",1,0,67,NA,"#followforfollow#follow4follow#likeforlike#like4like#cocacola#cherry#red#tastegood",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4289,"4289",7,0,192,NA,"#love #my #girl #love #cocacola #happy @chiaragoethals",NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2"
5876,"5876",0,0,267,NA,"Presentes que eu ganhei da momô #presentes #baby #love #cocacola#shoes #pictures #dia #dos #namorados #truelove #brazil",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
