,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_comments,instagram_followers,country,title,zip,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of
9063,9063,9062,4.0,0.0,315.0,,Just cuz I thought it looked cool XD #cocacola #coolbottle #allred,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9064,9064,9063,1.0,0.0,266.0,United Kingdom,forget how good this drink is.. #cocacola #fucksharing #vanilla,BS16 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9065,9065,9064,0.0,0.0,111.0,,Avec les vrais gens que j'aime :$ #cocacola #prenom #cola #mesamis #mesvoisin #mespotes #mafamille #swagy,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9066,9066,9065,15.0,0.0,170.0,,Lunch time ty @mz87queen  #arroz #frijolitos #ummm #diesmillo #carne #salsaroja #tortillas #coldcocacola #cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,9067,9066,16.0,1.0,152.0,,"Hey! My name is.... (-;
#shareacoke #share #a #coke #with #maria #my #name #cocacola #red #white #tasted #great #good #bought #in #bilka #holstebro #dk #denmark #like #likeit #love #loveit #fresh #served #ice #cold",,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9068,9068,9067,6.0,0.0,307.0,,Coca-Cola!!! #Cocacola. #Food. #Drink. #Soda. #Sweett. #Lunchtime. #Wednesday. #Leon. #Gto. #Mexico.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9069,9069,9068,7.0,0.0,3.0,,#swag #dope #dress #cocacola #body #beautiful #badgirl #me #selfie #tbt ™®,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9070,9070,9069,0.0,0.0,150.0,,Tak tahle Cola je mýho Jarka! :D #cocacola #jarek #jabloneckaprehrada,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,9071,9070,2.0,0.0,69.0,,#Cocacola #friends,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,9072,9071,2.0,0.0,84.0,,3 kırmızı bi arada :) #cocacola #pringles #dido #kırmızı #hamileykenyapamadıklarım #filmkeyfi #kacancığım #huzur #keyif #instagram #instaturkiye #instabest #evimguzelevim,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073,9073,9072,4.0,0.0,65.0,Venezuela,#enduro #sun #pink #Orange #cocacola #like #like4like #pic #instapic #instacul #instanosequeverga #love @mariatorrees ,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9074,9074,9073,3.0,0.0,51.0,,#cocacola #exams #latenight #summer,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,9075,9074,4.0,0.0,100.0,,@mena22051991  #amica#friends#cocacola#cocacolazero#instagram#indtaphoto#love#like#,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9076,9076,9075,3.0,0.0,23.0,,❤ #cocacola #delaencokemed #angelica #göteborg,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9077,9077,9076,4.0,0.0,511.0,,#Monty #snake #cocacola #coke,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9078,9078,9077,0.0,0.0,52.0,Chile,Almuerzo de campeones jajha #instafood #hambre #cocacola #burger,7910000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,9079,9078,6.0,0.0,638.0,,#Zero #updates #magazine #giugno #cocacola #coke #events #newspaper #news #rivista #instagram,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,9080,9079,4.0,0.0,59.0,, #cocacola #condividiunacocacola #chi sorride #smile,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,9081,9080,8.0,0.0,30.0,Germany,"#food #scampi #cocacola #delicious #couple #love #yummy #berlin #spring #2013 #vapiano 11.05.13' vapiano, scampi mit aşkım ☺  Fettsack tüm ekmegi yedi :*",10557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9082,9082,9081,20.0,1.0,564.0,,✌ #whitagram #cocacola #drink #food #followforfollow #l4l #tagforlikes #sfs #shoutout #girl #pink #fashion #style #boy #love #flowers #vintage #california #summer #vans #skate #f4f #ifollowback #red #urban,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9083,9083,9082,9.0,0.0,174.0,,Party every day.. #cocacola #jackdaniels #whiskey #yummy #alcohol #partytime #karlsbad #karlovy #vary #friendstime #tagsforlikes #relax #drunk #loveit @cindyhechtova96 :-*,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
